,category,text
939,holiday cacti,"TSWV infects a variety of hosts, contributing to its global economic impact on crops. There are over a thousand different hosts for TSWV. The host range of TSWV includes agronomically important crops like tomatoes and tobacco. The symptoms of TSWV vary from host to host. There is also variability of symptoms within a single type of host due to the age of the plant, nutrition and the environment (especially temperature). Common symptoms include stunting, ringspots on fruit and necrosis of leaves. There are many different strains of TSWV, and differences in symptoms may also be attributed to the differences in the number of strains present."
940,hop,"Alternaria alternata has many different hosts depending on its forma specialis.A. a. f. sp. lycopersici (AAL) infects only certain cultivars of tomato plants and is often referred to as Alternaria stem canker of tomato. AAL's main symptom is cankers in the stem. It resides in seeds and seedlings, and is often spread by spores as they become airborne and land on plants. It can also spread throughout other plants.  Under severe infection, lesions enlarge and become coalesced causing blighting of the leaves. This symptom progression occurred in research done in Pakistan: the symptoms on affected tomatoes started with yellowing and browning of the lower leaves, then began developing on the leaf tips and along the margins of the leaf petiole. This progression continued until the entire leaves were covered in diseased tissue and then fell off. In addition to necrotic leaves and petioles, plants are found to have severe defoliation, with considerable yield losses when it occurs before flowering. The tomato fruit can also be infected as well, with brown cankers dotting them and making them inedible. Once the disease has spread to a certain point, little can be done to save the tomato plant.There are several host factors that affect disease development. For example, various signaling pathways in tomato plants affect their susceptibility to AAL. Salicylic acid promotes resistance to AAL and antagonizes the ethylene response. Ethylene controls the synthesis of jasmonic acid, which is a necessary pathway for immunity. Independently of each other, salicylic acid, ethylene, and jasmonic acid can influence the susceptibility of tomato to AAL. Diagnosis of AAL is often from observing signs and symptoms from this fungal pathogen. In addition, a tomato cultivar's resistance to a toxin produced by AAL also affects disease development."
941,hop,"Alternaria alternata has many different hosts depending on its forma specialis.A. a. f. sp. lycopersici (AAL) infects only certain cultivars of tomato plants and is often referred to as Alternaria stem canker of tomato. AAL's main symptom is cankers in the stem. It resides in seeds and seedlings, and is often spread by spores as they become airborne and land on plants. It can also spread throughout other plants.  Under severe infection, lesions enlarge and become coalesced causing blighting of the leaves. This symptom progression occurred in research done in Pakistan: the symptoms on affected tomatoes started with yellowing and browning of the lower leaves, then began developing on the leaf tips and along the margins of the leaf petiole. This progression continued until the entire leaves were covered in diseased tissue and then fell off. In addition to necrotic leaves and petioles, plants are found to have severe defoliation, with considerable yield losses when it occurs before flowering. The tomato fruit can also be infected as well, with brown cankers dotting them and making them inedible. Once the disease has spread to a certain point, little can be done to save the tomato plant.There are several host factors that affect disease development. For example, various signaling pathways in tomato plants affect their susceptibility to AAL. Salicylic acid promotes resistance to AAL and antagonizes the ethylene response. Ethylene controls the synthesis of jasmonic acid, which is a necessary pathway for immunity. Independently of each other, salicylic acid, ethylene, and jasmonic acid can influence the susceptibility of tomato to AAL. Diagnosis of AAL is often from observing signs and symptoms from this fungal pathogen. In addition, a tomato cultivar's resistance to a toxin produced by AAL also affects disease development."
942,hop,"While it is common for the hosts not to show any symptoms of the pathogens influence, there are some symptoms that can occur in the hosts. The most prevalent symptoms of the ArMV are stunting of the plant and leaf flecking/molting and leaf enations. The symptoms will vary based on the type of rootstock, environmental conditions and variety."
943,hop,"Armillaria mellea typically infects hardwood trees and conifers but sometimes will infect non-woody monocots and a few herbaceous plants. There are few signs, and the ones that do exist are often hard to find. The most prominent sign is honey-colored mushrooms at the base of the infected plant. Additional signs include white, fan-shaped mycelia and black rhizomorphs with diameters between 1/32nd of an inch and 1/8th of an inch. These usually are not as noticeable because they occur beneath the bark and in the soil, respectively. The symptoms are much more numerous, including slower growth, dieback of branches, yellowing foliage, rotted wood at base and/or roots, external cankers, cracking bark, bleeding stem, leaf wilting, defoliation, and rapid death. Leaf wilting, defoliation, and dieback occur after the destruction of the cambium."
944,hop,"Meloidogyne hapla (Northern root-knot nematode) has a wide host range. It is polyphagous and affects over 550 crops and weeds. It feeds on many agricultural and horticultural plants (vegetables, fruits, ornamentals), but few grasses or cereals. A list of known hosts can be found at the bottom of this page.Symptoms can be seen in the roots, leaves, and the overall growth of the infected plant. In roots, there may be stunting, wilting, and the formation of abnormal growths called galls. Galls are usually small and spherical and are situated near many small roots. They are formed when the nematode enters the root and releases chemicals to enlarge root cells, on which they feed. The roots become defective and therefore cannot transport water and nutrients properly. The end result is stunted, wilted, and yellowing plants (characteristic of nutrient deficiency) and a decreased yield. Severity of the symptoms depends on nematode population density and host plant species and cultivar. As the number of nematodes increase in the area, the number and size of root galls increase as well. Each crop responds to Meloidogyne hapla differently. Carrots typically undergo severe forking with galling of the roots, lettuce have beadlike galls, and grasses and onions have small and barely noticeable galls and symptoms. In potato tubers (special stems), brown spots will appear on areas of the tubers where the females have laid their eggs.If a field has a patchy distribution of symptoms, it usually indicates the presence of nematodes. Most nematodes are not usually distributed uniformly in the soil. To correctly identify Meloidogyne hapla, the infected plant should be sent to a lab for a proper diagnosis. One common method is perineal pattern analysis where the perineum of the female nematode (area between the anus and the vulva) is examined for a specific pattern in ridges and annulations. Another common method is analyzing isozyme (different variations of the same enzyme produced by different genes) electrophoretic profiles using esterase and malate dehydrogenase."
945,hop,"Plants affected by M. incognita present above ground symptoms of water- and nutrient-stress, yellowing, wilting, and stunting. Below ground galling on roots, bulbs, tubers is the typical symptom. Plant death may occur in high infestation level."
946,hop,"Because there are so many different hosts for this pathogen, the symptoms are very variable. Common symptoms include abnormal leaf color, abnormal leaf form, wilting leaves, galls, swollen roots, reduced root system, dwarfing and senescence (Cabi 2018). This pathogen does the most damage when present in light soils with hot weather conditions (Alford 2012)."
947,hop,"Phoma herbarum and P. exigua have both been found to have wide host specificity, although the hop plant appears to be the only common host of the two. There have not been any indications found of cultivar specificity, although hop yards established for a longer time may have a higher risk of Phoma infection .  Symptoms of infection typically begin with small chlorotic leaf spots and develop into greyish brown lesions that have a distinct target or concentric ring appearance. In some instances, the lesions may also be greyish white in color. Infection of the hop cones will produce brown or red discoloration covering some or all of the bracts of the hop cone. This discoloration is an indication of necrosis on the cones. The plant may also develop cankers or wilt, but this is not seen in all cases. Phoma wilt of hops may be diagnosed by its characteristic symptoms or by isolation and DNA sequencing of the pathogen against known genomes.Interestingly, P. herbarum and P. exigua have also both been considered as bioherbicide agents against some species of broadleaf weeds."
948,hop,"All cultivated species of the genus Prunus, which includes plums, cherries, apricots, almonds, and peaches, are susceptible to one or more strains of PNRSV. Hops and rose are also susceptible to infection by the virus. Other susceptible hosts used for diagnosis include Chenopodium quinoa Willd., sunflower (Helianthus annus), and Momordica balsamina.Symptoms on orchard trees can include death of buds and roots, reduced tree survival and uniformity, and increased susceptibility to winter injury. Some common symptoms also include necrotic “shot holes” in leaves or rugosity and mosaic symptoms. In sweet cherries, PNRSV causes reduced leaf size and produces diffused chlorotic rings and/or spots. Generally, symptoms of PNRSV appear in the year following infection, and then becomes symptomless, although some strains cause recurrent symptoms annually. Although adult trees can show recovery from initial symptoms, keeping young trees virus-free is important because the virus can cause long-lasting stunting compared to healthy trees.  It is important to note that symptom severity varies due to host cultivar and viral isolate."
949,hop,"Downy mildew on hops is caused by the pathogen Pseudoperonospora humuli, an oomycete protist. P. humuli is an obligate biotrophic pathogen, meaning that it can only live and grow in living host tissue. P. humuli, like most downy mildews, is highly host-specific and thus will only infect hop (Humulus lupulus) and also Japanese hop (Humulus japonicas).The most characteristic symptom of hop downy mildew are the “basal spikes” that form on the plant. These structures result from systemically infected shoots and are “stunted and have brittle, downward-curled leaves from which masses of purple to black sporangiophores and sporangia are produced.” These spikes can exist as three distinct types:1)      “Primary spikes”, which arise from infected hop crowns2)      “Secondary spikes”, which arise from infected apical meristems3)      “Aerial spikes”, which occur on lateral branches or trained vinesPrimary and secondary spikes result in stunting shoots and brittle leaves. Primary spikes also cause shortened internodes. Aerial spikes adversely affect the development of the plant, resulting in bines (the long, flexible stem the plant uses to climb) falling away from the string on which hops is allowed to climb. Infected leaves and cones show symptoms as well. Infected leaves will change color, ranging from purple-gray to black downy growth. Infected cones become hard and brown and display disrupted development."
950,hop,"S. sclerotiorum is among the most omnivorous of plant pathogens and so would not make a good mycoherbicide. Economically significant hosts include Vicia faba, for which Lithourgidis et al have done extensive work over the years. Common hosts of white mold are herbaceous, succulent plants, particularly flowers and vegetables. Sunflowers are common hosts for white mold. It can also affect woody ornamentals occasionally, usually on juvenile tissue. White mold can affect their hosts at any stage of growth, including seedlings, mature plants, and harvested products. It can usually be found on tissues with high water content and in close proximity to the soil. One of the first symptoms noticed is an obvious area of white, fluffy mycelial growth. Usually this is preceded by pale to dark brown lesions on the stem at the soil line. The mycelium then cover this necrotic area. Once the xylem is affected, other symptoms occur higher up in the plant. These can include chlorosis, wilting, leaf drop, and death quickly follows. On fruits, the initial dark lesions occur on the tissue that comes in contact with the soil. Next, white fungal mycelium covers the fruit and it decays. This can occur when the fruit is in the field or when in storage."
951,hop,"The pathogen that causes powdery mildew of hops was once considered to be Sphaerotheca macularis, which is capable of infecting many plants; however, in recent years, the pathogen that causes powdery mildew of hops has been taxonomically classified as Podosphaera macularis. This ascomycete is only known to be pathogenic on hop plants, including both ornamental and wild hops, and Cannabis sativa. The host range of many Podosphaera macularis strains is restricted by the existence of resistant hop varieties, such as the “Nugget” variety of Washington state and Oregon, although in recent years, resistance within this hop variety has been overcome in the laboratory. When disease does occur, early symptoms include chlorotic spots on the leaves of hop plants. Spots may fade to gray or white as the season progresses. Signs include white clusters of hyphae, which are often present on the leaves, and in some cases can infect the cone itself. If this infection occurs, a brown, necrotic lesion may develop. When both mating types exist within a population, chleistothecia can form and are visible as small, black dots on the undersides of leaves."
952,hop,"The pathogen that causes powdery mildew of hops was once considered to be Sphaerotheca macularis, which is capable of infecting many plants; however, in recent years, the pathogen that causes powdery mildew of hops has been taxonomically classified as Podosphaera macularis. This ascomycete is only known to be pathogenic on hop plants, including both ornamental and wild hops, and Cannabis sativa. The host range of many Podosphaera macularis strains is restricted by the existence of resistant hop varieties, such as the “Nugget” variety of Washington state and Oregon, although in recent years, resistance within this hop variety has been overcome in the laboratory. When disease does occur, early symptoms include chlorotic spots on the leaves of hop plants. Spots may fade to gray or white as the season progresses. Signs include white clusters of hyphae, which are often present on the leaves, and in some cases can infect the cone itself. If this infection occurs, a brown, necrotic lesion may develop. When both mating types exist within a population, chleistothecia can form and are visible as small, black dots on the undersides of leaves."
953,hop,"There are many strains of Verticillium dahliae which are categorized into vegetative compatibility groups (VCG). These groups comprise strains that are able to exchange genetic material via anastomosis. Each VCG affects a few or only one host and the virulence of the pathogen varies by host. While individual V. dahliae strains are relatively host specific, as a species it has a wide range.Verticillium dahliae has a very wide host range, affecting over 300 plant species. Some susceptible crops include Brussels sprouts, cabbage, eggplant, cucumbers, mint, pepper, potatoes, pumpkin, spinach, tomato, watermelon, honeydew, and cantaloupe. Of these, tomato, potato, and eggplant have resistant or tolerant varieties.Symptoms of this disease are seen throughout the plant. Leaves may have abnormal coloration, necrotic areas, wilt, and/or fall off the plant. The stem may have discolored vascular tissue, exhibit rosetting (shortened internodes of the plant caused by reduced growth, resulting in a rosette-like appearance), and/or be stunted. Early senescence and dieback may also occur.Microsclerotia can be seen under a lens as small black structures in the vasculature of living and dead plants. This feature can be used to distinguish V. dahliae from V. albo-atrum, the other verticillium wilt pathogen."
954,hop,"The symptoms that plants exhibit in response to the pathogenicity of Xiphinema americanum are similar to those of other migratory ectoparasitic nematodes of roots. It is common to see poor growth and or stunting of the plant, yellowing or wilting of the foliage, and reduced root systems which can include root necrosis, lack of feeder or secondary roots, and occasional tufts of stubby rootlets.Young, shortleaved yellow pine trees with moderate swelling of roots with clusters of short, stubby branches were the first demonstration of X. americanum pathogenicity in 1955. X. americanum can also cause severe effects on foliage, sometimes causing chlorosis and complete defoliation as seen on Guatemalan coffee trees. The dagger nematode causes the devitalization of root tips and overall root death when they feed at the root tips and root sides of strawberry plants. Reddish-brown lesions that turn black and necrotic with time result at the sites of feeding, and result in reduced root systems and stunted tops.Xiphinema americanum is listed as a C-rated pest in California due to its wide host range of California crops. C-rated pests are widespread, and are of known economic or environmental detriment, according to The California Department of Food and Agriculture. Due to X. americanum's difficulty in maintaining high populations in frequently tilled soils (see Control), the dagger nematode is mainly an economic problem on biennial and perennial crops rather than annual crops (except for damage to emerging seedlings)."
955,hydrangea,"Symptoms appear as dirty white, circular, floury patches on either sides of the leaves.Under favourable environmental conditions, entire leaves, stems, floral parts and pods are affected.The whole leaf may be covered with powdery mass.If persistent, mild chlorosis or necrosis can also occur."
956,hydrangea,"Pseudomonas cichorii is non-host specific as it does not infect just one host. Its host range includes lettuce, pepper, celery, coffee, wheat, basil and several other host plants. Symptoms of the causal agent vary depending on the host and the area of the plant infected. In general, pseudomonas cichorii is seen to cause leaf blighting and spotting. The first appearance of symptoms involves a water soaked lesion that develops at the edge of the leaf, midvein or randomly across the leaf  These lesions progressively turn black or brown and may be surrounded by yellow halos. These lesions also often “coalesce and progress to severe leaf blight under favorable conditions for the bacterium.” When the infected leaves become dry, the spots often look brittle and crack."
957,hydrangea,"TSWV infects a variety of hosts, contributing to its global economic impact on crops. There are over a thousand different hosts for TSWV. The host range of TSWV includes agronomically important crops like tomatoes and tobacco. The symptoms of TSWV vary from host to host. There is also variability of symptoms within a single type of host due to the age of the plant, nutrition and the environment (especially temperature). Common symptoms include stunting, ringspots on fruit and necrosis of leaves. There are many different strains of TSWV, and differences in symptoms may also be attributed to the differences in the number of strains present."
958,impatiens,"This virus was first characterized in cucumbers (Cucumis sativus) showing mosaic symptoms in 1934, hence the name Cucumber mosaic. Since then, it has been found to infect a great variety of other plants. These include other vegetables such as squash, melons, peppers, eggplants, tomatoes, beans, carrots, celery, lettuce, spinach, beets, many ornamentals and bedding plants, such as Narcissus, and various weeds. Its presence has been confirmed on every continent of the world, including Antarctica.Symptoms seen with this virus include leaf mosaic or mottling (Fig. 1), yellowing, ringspots, stunting, and leaf, flower and fruit distortion. CMV also induces a type of symptom on leaves known as the ""shoestring"" effect on many host species. This effect causes young leaves to appear narrow and the entire plant to be stunted.Specifically, CMV can cause cucumbers to turn pale and bumpy. The leaves of these plants turn mosaic and their rugosity is often changed, making leaves wrinkled and misshapen. Growth of these plants is usually also stunted and produces few flowers. Often, cucumber fruits are oddly shaped, appear gray, and tested bitter. These appearances lead to them being referred to as ""white pickles"".Tomato plants are usually stunted and have poorly shaped leaves, or ""fernleaf"", when infected by CMV. Also certain strains of CMV can cause partial or total crop loss. CMV in peppers causes slightly different symptoms than the previously mentioned. Pepper plants often have severe foliar damage, shown as mosaic and necrotic rings. Often the peppers themselves are misshapen and contain chlorotic rings and spots. In celery, CMV causes streaking and spotting and can be often confused with symptoms of the celery mosaic virus. Symptoms of CMV in lettuce, such as chlorosis, plant stunting and often do not properly head, can be very similar to those of lettuce mosaic virus.CMV has also been identified in a lesser extent to a number of plant species. It is found to be a minor virus infecting Allium crops. The virus infection causes extensive malformation on garlic plants, and mild malformation to severe necrotic streaks on onion leaves. The severe damages on garlic plants and difficulty of aphids transmission of garlic isolate, were possible causal for the rare CMV on garlic. Genetically, the two onion isolates from Turkey (CMV-14.3Po and CMV-15.5Po) are highly similar to others isolated from various plant species in Mediterranean, European, and East Asian countries. CMV was also detected on American beautyberry, an important wildlife and pollinator food source plant native to North America.In plant tissue this virus makes characteristic viral inclusion bodies which can be diagnostic. They are hexagonal in shape (Fig. 2) and stain both in a protein stain and a nucleic acid stain. The inclusions can also be rhomboidal, may appear hollow (Fig. 2) and can form larger aggregates. The inclusions are not uniformly distributed and can be found in epidermal (Fig. 2), mesophyll, and stomatal cells. These inclusions are made up of virus particles."
959,impatiens,"INSV has a wide host range and can be found in over 300 plant species including weeds, fruits, vegetables and ornamental crops. Of these, the most severely affected include tomatoes, lettuce, pepper and peppermint as well as most all ornamentals. Symptoms of infection include a downward curling of the leaves, leaf tip dieback, stunting, necrosis of growing leaf tips, sunken ‘chicken pox-like’ spots on leaves (often with a surrounding halo), stem death and yellowing.  Since these symptoms are so generic, extreme caution must be taken when introducing new plants to your greenhouse. Infected plants can not be cured and not all hosts display visible symptoms Western Flower Thrips are extremely hard to remove from their host plants, as they often dig themselves deep into blossoms, buds and other areas hard to reach with insecticides. So, even if plants are sprayed regularly with insecticide, INSV and other insect vectored viruses can not always be ruled out when forming diagnosis.Temperature and host both play an important factor when discussing the symptoms which an INSV infected plant will display. When New Guinea Impatiens are cultivated in an environment varying between 75 and 80 degrees Fahrenheit the host plant will be highly symptomatic. However, when New Guinea Impatiens are grown in an environment just 10 degrees cooler it is unlikely for there to be any observable symptoms of disease."
960,impatiens,"These nematodes cause symptoms both on leaves and roots. Foliar symptoms of root-knot disease may be expressed at any time during the growing season. These symptoms of nematode damage on peanut plants range from stunting, yellowing, wilting and even plant death.  Ferris (1999–2012), also reported that nematodes cause yellowing; mid-day wilting; symptoms of water and nutrient stress; and sometimes death, especially if the nematode is interacting with other organisms.  They can appear in a peanut crop beginning about 100 days after planting or after periods of dry hot weather.  Areas of root-knot nematode damaged peanut are usually round to oblong in shape, and rows of infected plants may never overlap as those of healthy plants. It is common for plants to wilt and eventually die in areas where nematode populations are high.Root symptoms are similar to those caused by all nematodes including a reduction in number of feeder roots and root stunting, but root knot nematodes cause unique symptoms on roots and pods. Nematodes cause galls (knots) to form on both roots and pods of the peanut, and these galls are highly diagnostic for root-knot nematode presence compared to other nematodes affecting peanut. The presence of galls on roots, pegs and pods appears as single or multiple wart-like growths that may or may not be discolored. As root knot nematode infection progresses, and generally later in the season, secondary root and pod rots cause further damage and eventual death of the plants.Many soil-borne fungi, especially Sclerotium rolfsii (which causes southern stem rot) and Sclerotinia minor (which causes Sclerotinia blight), will infect the weakened peanut plants and cause more plant death. Root knot nematode infection of the peg weakens the peg so that it breaks during harvest, contributing to additional yield losses because the detached pods are then left in the soil. Infection of the pods leads to a decline in yield quality.The damage threshold, or the initial nematode population density at which peanut yields begin to decline, has been reported to be in the range of 1 to 10 eggs and second stage juveniles per 500 cm3 soil for M. arenaria on susceptible peanut cultivars."
961,impatiens,"Initially, leaves are stippled or yellowed. Infected leaves curl downward. A white down is often present on the underside of the leaves; buds and stems may also develop a down. Eventually, the leaves fall off the plant leaving just stems.  In about a week, the plants are dead."
962,impatiens,"Pythium aphanidermatum is responsible for pre- and post-emergence damping off.  Pre-emergence damping off is when the seed is infected prior to germination.  This can result in poor or no germination, and is observable as a browning or rotting of the seed.  Post-emergence damping off takes place after germination and results in a thinning, water-soaked stem near the plant collar, which eventually causes the collapse of the plant.  P. aphanidermatum can also cause root rot.  Symptoms of root rot include stunted growth, chlorotic leaves, leaf drop, and wilting.  The infection begins at the root tip, and can cause the infected region to lose its protective outer layer, exposing the inner root to other pathogens"
963,impatiens,"Pythium irregulare is an oomycete that causes pre- and post-emergence damping off, as well as root rot. Pre-emergence damping off occurs when P. irregulare infects seeds before they emerge, causing them to rot and turn brown, thus preventing successful growth. Alternatively, post-emergence damping off occurs when the oomycete infects just after the seed has germinated. This usually causes infection in the roots and stem which appears as water soaking and necrosis. Depending on the severity, plants may collapse or be severely stunted. In plants that are older and more established, P. irregulare causes root rot. This will initially cause necrotic lesions, which leads to chlorosis, reduced yield, poor growth, and stunting due to inadequate water and nutrient acquisition by the roots. Additionally, P. irregulare is often found coinfecting with other Pythium species. All three of these diseases caused by P. irregulare can be caused by other pathogens as well, so a disease diagnosis is not necessarily indicative of P. irregulareIn order to identify Pythium irregulare it is necessary to isolate the organism and observe it microscopically. First, it is important to identify that the microbe is an oomycete by looking for characteristics that are specific to oomycetes, such as coenocytic hyphae, zoospores, and oospores. After that, one can identify the microbe as being in the genera Pythium by observing disease symptoms, host range, as well as the presence of a vesicle, where zoospores form, which is attached to the sporangia. In contrast, most other oomycetes do not have a vesicle and the zoospores form in the sporangia. Finally, once the genera has been identified, it is helpful to use a dichotomous key to identify the species. Some of the key identifiers for P. irregulare include oogonia with irregular shaped, cylindrical projections, sporangia that occur singly, sporangia that are not filamentous, and oogonia smaller than 30 μm. There are also many genomic tests that can be done to determine species based on specific DNA markers. It is also important to note that many diagnosticians do not identify to the species level because it can be difficult to find all necessary microscopic structures and many management techniques can be applied to all Pythium species.Pythium irregulare has a very broad host range, including many agronomically and horticulturally important crops and is found on every continent except for Antarctica. P. irregulare infects over 200 species, including cereals, legumes, fruits, vegetables, and ornamentals. It differs from many other Pythium species in that it prefers cooler environments. A moist environment is also necessary for disease, which aids motility of spores. It is commonly found in both greenhouses and fields."
964,impatiens,"Rhizoctonia solani sensu lato causes a wide range of commercially significant plant diseases. It is one of the fungi responsible for brown patch (a turfgrass disease), damping off (e.g. in soybean seedlings), black scurf of potatoes, bare patch of cereals, root rot of sugar beet, belly rot of cucumber, sheath blight of rice, and many other pathogenic conditions.  The fungus, therefore, has a wide host range and strains of R. solani may differ in the hosts they are able to infect, the virulence of infection, selectivity for a given host (which may range from nonpathogenic to highly virulent), the temperature at which infection occurs, the ability to develop in lower soil levels, the ability to form sclerotia, the growth rate, and survival in a certain area. These factors may not always be distinctive in every host that Rhizoctonia attacks or in every strain thereof.R. solani primarily attacks seeds of plants below the soil surface, but can also infect pods, roots, leaves, and stems. The most common symptom of Rhizoctonia is ""damping off"", or the failure of infected seeds to germinate. R. solani may invade the seed before it has germinated to cause this pre-emergent damping off, or it can kill very young seedlings soon after they emerge from the soil. Seeds that do germinate before being killed by the fungus have reddish-brown lesions and cankers on stems and roots.Various environmental conditions put plants at higher risk of infection. The pathogen prefers warmer, wet climates for infection and growth. Seedlings are most susceptible to disease in their early stages.Cereals in regions of England, South Australia, Canada, and India experience losses caused by R. solani every year. Roots are killed back, causing plants to be stunted and spindly. Other non-cereal plants in those regions can experience brown stumps as another symptom of the pathogen. R. solani can also cause hypocotyl and stem cankers on mature plants of tomatoes, potatoes, and cabbages. Strands of mycelium and sometimes sclerotia appear on their surfaces. Roots turn brown and die after a period of time. The best known symptom of R. solani is black scurf on potato tubers,  the scurf being the sclerotia of the fungus."
965,impatiens,"TSV has been reported worldwide in North and South America, Europe, India, Japan, Australia, New Zealand and South America. TSV has a wide host range including both monocots and dicots.  Economically important crop hosts include peanuts, sunflower, soybean, cranberry, cotton, chickpea and mung beans.  As with many plant viruses, diagnosis is very difficult because TSV has very wide host range and has different effects depending on the host being infected. Symptoms of TSV may include black streaks on stems and leaves, stunted growth, chlorosis, leaf mosaic, lodging, and deformed growing tips, to name a few. On tobacco plants, TSV causes chlorosis, with a unique pattern of white or dark necrotic leaf tissue close to the veins of the leaf.  As its name implies, necrotic streaks are found on leaf veins of infected plants.  Symptoms are strongly influenced by temperature.  For example, plants experiencing a temperature of 20° Celsius will develop small necrotic spots while at temperatures above 30° Celsius, necrotic spots will become large necrotic arcs. Symptoms are not sufficient to correctly identify TSV - serology and PCR techniques are required."
966,impatiens,"TSWV infects a variety of hosts, contributing to its global economic impact on crops. There are over a thousand different hosts for TSWV. The host range of TSWV includes agronomically important crops like tomatoes and tobacco. The symptoms of TSWV vary from host to host. There is also variability of symptoms within a single type of host due to the age of the plant, nutrition and the environment (especially temperature). Common symptoms include stunting, ringspots on fruit and necrosis of leaves. There are many different strains of TSWV, and differences in symptoms may also be attributed to the differences in the number of strains present."
967,kalanchoe,"There are a variety of hosts including but not limited to; banana, beans, cabbage, carrot, cassava, coffee, corn, cotton, onion, other crucifers, pepper, potato, sweet potato and tomato. Pandanus conoideus and karuka (Pandanus julianettii) get bacterial soft rot and necrosis on the leaves from Pectobacterium carotovorum subsp. carotovorum. For each host there are different symptoms displayed. Most symptoms are along the lines of watery and soft decay of the tissue. Cabbage and crucifers' symptoms start where the tissue makes contact with the soil. Often there is a change in color and in the case of a carrot, the whole taproot can be decayed leaving just the epidermis. Sweet potatoes show clear lesions that grow rapidly leaving a recognizable watery and soft, oozy tissue where only the peel remains intact.Potatoes experience a cream to tan colored tuber that becomes very soft and watery. A characteristic black border separates the diseased area and the healthy tissue. Only when the secondary organism invades the infected tissue does that decay become slimy with a foul odor. Like the carrot, the whole tuber can be consumed leaving just the epidermis in the soil. The foliage becomes weak and chlorotic with upward turned leaves and lesions on the stem. The stem also rots and becomes mushy with its colorless or brown lesions."
968,kalanchoe,"Botryosphaeria ribis is an ascomycete plant pathogen that primarily affects woody hosts in a number of temperate and tropical regions. The susceptible hosts include a number of economically important plants such as apple, peach, almond, banana, and walnut trees, among others.  The disease is noted by cankers, leaf spots, and necrosis, as well as twig dieback. On healthy leaves, the necrosis begins apically at the margins, extending back along the midrib, occasionally reaching the base and causing complete blight of the leaf.  Twig dieback also starts apically and works towards the center of the plant.  It is characterized by a slow necrosis of the branch, leaving large, dead limbs on the upper portions of trees.  Under the microscope, it can be identified by its immersed, pyriform perithecia (pear-shaped, spore-containing structures), which have a brown exterior wall.  The ascospores within the perithecia are ellipsoid in shape, with a smooth exterior and granular cytoplasm.  The anamorph (asexual stage) of B. ribis is Fusicoccum ribis, and although less abundant, it is characterized by globose pycnidia containing smooth, hyaline macro- and microconidia.  These symptoms have the potential to significantly decrease yield or kill the host."
969,kalanchoe,"C. gloeosporioides has an extremely broad host range, causing anthracnose disease on a variety of crops such as cereals and grasses, legumes, fruits, vegetables, perennial crops, and trees. It has been observed as infecting harvested durian of the species Durio graveolens. Some studies suggest that C. gloeosporioides has sub-populations specific to each host. The symptoms can vary from host to host, but tend to manifest as water soaked, sunken spots on fruit that turn necrotic as the disease progresses, and small dark lesions on leaves.__Using mangoes, one of the most economically important hosts, as an example, fruit symptoms manifest late in the season as infected fruit ripens to maturity.  At this point fruit develops large, sunken areas of decay that are dark brown to black in color. Occasional fruit cracking can also occur when linear necrotic lesions develop into deep cracks through the epidermis that can extend down into the pulp of the fruit. Because symptoms remain unseen before ripening, plants that appear healthy upon picking can become quickly riddled with disease in storage or transport.  Mango leaves exhibit symptoms as small, angular, brown/black lesions that enlarge as the disease progresses.  Again, these symptoms vary from host to host, but mangoes serve as a decent example for the general symptomatology of this pathogen.In chestnuts, disease symptoms may also be called blossom end rot.   Browning of the chestnut burs at the blossom end may be a first sign in August. At harvest time, blackening of pointed end of the chestnut shell and kernel indicates infection. The extent of blackening can be variable. It can range from a barely visible black tip of the kernel to the whole nut being black.  Parts of the nut kernel with no color change remain edible.Regardless of host, C. gloeosporioides produces several signs useful for diagnosis.  When observed under a dissecting microscope acervuli can often be spotted if the diseased tissue has recently been under sporulating conditions.  These acervuli will appear orange to pinkish in color, due to the masses of conidia being produced on the surface, and will have black, hair-like, setae spiking out in several directions.  Under a compound microscope conidia appear ovoid in shape.  On certain hosts the teleomorph of this pathogen (G. cingulata) readily produces perithecia full of asci.  When cultured on potato dextrose media, this species can appear gray, orange, or pink in color, and will often exhibit concentric rings of growth radiating from the center.  C. gloeosporioides can also be identified by PCR if the required resources are available."
